2017-05-12 12:37:15.373361 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] Populating workers...
2017-05-12 12:37:15.373831 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] Populated
2017-05-12 12:38:29.839195 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #0 | Training started
2017-05-12 12:38:31.911284 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #0 | Training finished
2017-05-12 12:38:31.911878 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #1 | Training started
2017-05-12 12:38:33.630274 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #1 | Training finished
2017-05-12 12:38:33.630862 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #2 | Training started
2017-05-12 12:38:35.337874 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #2 | Training finished
2017-05-12 12:38:35.338446 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #3 | Training started
2017-05-12 12:38:36.840733 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #3 | Training finished
2017-05-12 12:38:37.153285 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #4 | Training started
2017-05-12 12:38:38.811199 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #4 | Training finished
2017-05-12 12:38:38.811788 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #5 | Training started
2017-05-12 12:38:40.141480 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #5 | Training finished
2017-05-12 12:38:40.141855 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #6 | Training started
2017-05-12 12:38:41.416658 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #6 | Training finished
2017-05-12 12:38:41.417167 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #7 | Training started
2017-05-12 12:38:42.865933 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #7 | Training finished
2017-05-12 12:38:42.866490 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #8 | Training started
2017-05-12 12:38:44.615763 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #8 | Training finished
2017-05-12 12:38:44.616201 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Training started
2017-05-12 12:38:46.213566 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Training finished
2017-05-12 12:38:46.214033 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Collecting samples for evaluation
2017-05-12 12:39:04.170403 EDT | -----------------------  ------------
2017-05-12 16:18:20.411198 EDT | MaxReturn                420.505
2017-05-12 16:18:20.411523 EDT | MinReturn                 43.0685
2017-05-12 16:18:20.411839 EDT | AverageEsReturn           74.579
2017-05-12 16:18:20.412156 EDT | StdEsReturn               74.9873
2017-05-12 16:18:20.412476 EDT | MaxEsReturn              280.15
2017-05-12 16:18:20.412792 EDT | MinEsReturn                4.65436
2017-05-12 16:18:20.413107 EDT | AverageDiscountedReturn  125.347
2017-05-12 16:18:20.413419 EDT | AverageQLoss               0.00874772
2017-05-12 16:18:20.413746 EDT | AveragePolicySurr         -1.37867
2017-05-12 16:18:20.414062 EDT | AverageQ                   1.33884
2017-05-12 16:18:20.414376 EDT | AverageAbsQ                1.34182
2017-05-12 16:18:20.414690 EDT | AverageY                   1.33887
2017-05-12 16:18:20.415003 EDT | AverageAbsY                1.33973
2017-05-12 16:18:20.415316 EDT | AverageAbsQYDiff           0.0328216
2017-05-12 16:18:20.415628 EDT | AverageAction              0.800334
2017-05-12 16:18:20.415938 EDT | PolicyRegParamNorm        35.4808
2017-05-12 16:18:20.416248 EDT | QFunRegParamNorm          62.967
2017-05-12 16:18:20.416555 EDT | AverageForwardProgress     2.11
2017-05-12 16:18:20.416863 EDT | MaxForwardProgress         4.29366
2017-05-12 16:18:20.417173 EDT | MinForwardProgress         0.262088
2017-05-12 16:18:20.417482 EDT | StdForwardProgress         0.787325
2017-05-12 16:18:20.417802 EDT | -----------------------  ------------
2017-05-12 16:18:20.418392 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #452 | Training started
2017-05-12 16:18:34.612410 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #452 | Training finished
2017-05-12 16:18:35.052892 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #452 | Collecting samples for evaluation
2017-05-12 16:18:54.553597 EDT | -----------------------  ------------
2017-05-12 16:18:54.719476 EDT | Epoch                    452
2017-05-12 16:18:54.719850 EDT | AverageReturn            284.152
2017-05-12 16:18:54.720107 EDT | StdReturn                 86.6902
2017-05-12 16:18:54.720357 EDT | MaxReturn                433.559
2017-05-12 16:18:54.720602 EDT | MinReturn                103.745
2017-05-12 16:18:54.720847 EDT | AverageEsReturn           60.7025
2017-05-12 16:18:54.721090 EDT | StdEsReturn               61.6755
2017-05-12 16:18:54.721333 EDT | MaxEsReturn              226.467
2017-05-12 16:18:54.721573 EDT | MinEsReturn                3.70274
2017-05-12 16:18:54.721826 EDT | AverageDiscountedReturn  129.523
2017-05-12 16:18:54.722069 EDT | AverageQLoss               0.00920942
2017-05-12 16:18:54.722309 EDT | AveragePolicySurr         -1.37793
2017-05-12 16:18:54.722550 EDT | AverageQ                   1.33689
2017-05-12 16:18:54.722788 EDT | AverageAbsQ                1.33988
2017-05-12 16:18:54.723025 EDT | AverageY                   1.33694
2017-05-12 16:18:54.723264 EDT | AverageAbsY                1.33785
2017-05-12 16:18:54.723502 EDT | AverageAbsQYDiff           0.0335987
2017-05-12 16:18:54.723741 EDT | AverageAction              0.822213
2017-05-12 16:18:54.723977 EDT | PolicyRegParamNorm        35.4947
2017-05-12 16:18:54.724214 EDT | QFunRegParamNorm          62.9895
2017-05-12 16:18:54.724459 EDT | AverageForwardProgress     2.3377
2017-05-12 16:18:54.724700 EDT | MaxForwardProgress         4.32168
2017-05-12 16:18:54.724939 EDT | MinForwardProgress         0.753017
2017-05-12 16:18:54.725177 EDT | StdForwardProgress         0.770927
2017-05-12 16:18:54.725417 EDT | -----------------------  ------------
2017-05-12 16:18:54.725879 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #453 | Training started
2017-05-12 16:19:10.075599 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #453 | Training finished
2017-05-12 16:19:10.478325 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #453 | Collecting samples for evaluation
2017-05-12 16:19:27.874131 EDT | -----------------------  ------------
2017-05-12 16:19:27.875250 EDT | Epoch                    453
2017-05-12 16:19:27.875646 EDT | AverageReturn            317.949
2017-05-12 16:19:27.876455 EDT | StdReturn                 79.4417
2017-05-12 16:19:27.877464 EDT | MaxReturn                460.76
2017-05-12 16:19:27.878488 EDT | MinReturn                105.992
2017-05-12 16:19:27.879471 EDT | AverageEsReturn           76.4776
2017-05-12 16:19:27.880455 EDT | StdEsReturn               84.7465
2017-05-12 16:19:27.881421 EDT | MaxEsReturn              308.769
2017-05-12 16:19:27.882422 EDT | MinEsReturn                3.48101
2017-05-12 16:19:27.883420 EDT | AverageDiscountedReturn  135.455
2017-05-12 16:19:27.884492 EDT | AverageQLoss               0.00918006
2017-05-12 16:19:27.885609 EDT | AveragePolicySurr         -1.37628
2017-05-12 16:19:27.886656 EDT | AverageQ                   1.33593
2017-05-12 16:19:27.887667 EDT | AverageAbsQ                1.339
2017-05-12 16:19:27.888651 EDT | AverageY                   1.3359
2017-05-12 16:19:27.889635 EDT | AverageAbsY                1.33668
2017-05-12 16:19:27.890649 EDT | AverageAbsQYDiff           0.0338331
2017-05-12 16:19:27.891645 EDT | AverageAction              0.798926
2017-05-12 16:19:27.892628 EDT | PolicyRegParamNorm        35.5157
2017-05-12 16:19:27.893610 EDT | QFunRegParamNorm          63.0847
2017-05-12 16:19:27.894624 EDT | AverageForwardProgress     2.61956
2017-05-12 16:19:27.895607 EDT | MaxForwardProgress         5.01872
2017-05-12 16:19:27.896592 EDT | MinForwardProgress         0.745835
2017-05-12 16:19:27.897574 EDT | StdForwardProgress         0.866869
2017-05-12 16:19:27.898821 EDT | -----------------------  ------------
2017-05-12 16:19:27.900041 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #454 | Training started
2017-05-12 16:19:41.895179 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #454 | Training finished
2017-05-12 16:19:41.895869 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #454 | Collecting samples for evaluation
2017-05-12 16:19:59.786190 EDT | -----------------------  ------------
2017-05-12 16:19:59.787227 EDT | Epoch                    454
2017-05-12 16:19:59.787604 EDT | AverageReturn            334.234
2017-05-12 16:19:59.787977 EDT | StdReturn                 67.4353
2017-05-12 16:19:59.788337 EDT | MaxReturn                435.488
2017-05-12 16:19:59.788697 EDT | MinReturn                114.819
2017-05-12 16:19:59.789052 EDT | AverageEsReturn           42.8926
2017-05-12 16:19:59.789408 EDT | StdEsReturn               48.4694
2017-05-12 16:19:59.789773 EDT | MaxEsReturn              193.745
2017-05-12 16:19:59.790129 EDT | MinEsReturn                3.35137
2017-05-12 16:19:59.790486 EDT | AverageDiscountedReturn  139.289
2017-05-12 16:19:59.790838 EDT | AverageQLoss               0.00856821
2017-05-12 16:19:59.791191 EDT | AveragePolicySurr         -1.37797
2017-05-12 16:19:59.791547 EDT | AverageQ                   1.33799
2017-05-12 16:19:59.791898 EDT | AverageAbsQ                1.34086
2017-05-12 16:19:59.792248 EDT | AverageY                   1.33795
2017-05-12 16:19:59.792603 EDT | AverageAbsY                1.33881
2017-05-12 16:19:59.792949 EDT | AverageAbsQYDiff           0.0321792
2017-05-12 16:19:59.793297 EDT | AverageAction              0.810098
2017-05-12 16:19:59.793659 EDT | PolicyRegParamNorm        35.5281
2017-05-12 16:19:59.794059 EDT | QFunRegParamNorm          63.1618
2017-05-12 16:19:59.794407 EDT | AverageForwardProgress     2.73345
2017-05-12 16:19:59.794756 EDT | MaxForwardProgress         4.569
2017-05-12 16:19:59.795107 EDT | MinForwardProgress         0.871258
2017-05-12 16:19:59.795455 EDT | StdForwardProgress         0.663309
2017-05-12 16:19:59.795804 EDT | -----------------------  ------------
2017-05-12 16:19:59.796354 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #455 | Training started
2017-05-12 16:20:13.252581 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #455 | Training finished
2017-05-12 16:20:13.256984 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #455 | Collecting samples for evaluation
2017-05-12 16:20:32.212770 EDT | -----------------------  -----------
2017-05-12 16:20:32.219562 EDT | Epoch                    455
2017-05-12 16:20:32.220040 EDT | AverageReturn            292.661
2017-05-12 16:20:32.220377 EDT | StdReturn                104.064
2017-05-12 16:20:32.220706 EDT | MaxReturn                419.263
2017-05-12 16:20:32.221028 EDT | MinReturn                 83.4457
2017-05-12 16:20:32.221350 EDT | AverageEsReturn           47.3373
2017-05-12 16:20:32.221668 EDT | StdEsReturn               62.8859
2017-05-12 16:20:32.222002 EDT | MaxEsReturn              232.869
2017-05-12 16:20:32.222319 EDT | MinEsReturn                2.76555
2017-05-12 16:20:32.222638 EDT | AverageDiscountedReturn  124.882
2017-05-12 16:20:32.222954 EDT | AverageQLoss               0.0090232
2017-05-12 16:20:32.223271 EDT | AveragePolicySurr         -1.37938
2017-05-12 16:20:32.223586 EDT | AverageQ                   1.33744
2017-05-12 16:20:32.223900 EDT | AverageAbsQ                1.34021
2017-05-12 16:20:32.224215 EDT | AverageY                   1.33742
2017-05-12 16:20:32.224530 EDT | AverageAbsY                1.33819
2017-05-12 16:20:32.224844 EDT | AverageAbsQYDiff           0.0332748
2017-05-12 16:20:32.225158 EDT | AverageAction              0.800288
2017-05-12 16:20:32.225472 EDT | PolicyRegParamNorm        35.5547
2017-05-12 16:20:32.225800 EDT | QFunRegParamNorm          63.2305
2017-05-12 16:20:32.226117 EDT | AverageForwardProgress     2.23425
2017-05-12 16:20:32.226434 EDT | MaxForwardProgress         4.70262
2017-05-12 16:20:32.229996 EDT | MinForwardProgress         0.585548
2017-05-12 16:20:32.230369 EDT | StdForwardProgress         1.09372
2017-05-12 16:20:32.230698 EDT | -----------------------  -----------
2017-05-12 16:20:32.231199 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #456 | Training started
2017-05-12 16:20:46.668536 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #456 | Training finished
2017-05-12 16:20:46.669036 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #456 | Collecting samples for evaluation
2017-05-12 16:21:03.863229 EDT | -----------------------  ------------
2017-05-12 16:21:03.864846 EDT | Epoch                    456
2017-05-12 16:21:03.865304 EDT | AverageReturn            242.072
2017-05-12 16:21:03.865751 EDT | StdReturn                107.629
2017-05-12 16:21:03.866184 EDT | MaxReturn                383.837
2017-05-12 16:21:03.866604 EDT | MinReturn                 97.776
2017-05-12 16:21:03.867018 EDT | AverageEsReturn           63.3735
2017-05-12 16:21:03.867418 EDT | StdEsReturn               88.9683
2017-05-12 16:21:03.867835 EDT | MaxEsReturn              327.377
2017-05-12 16:21:03.868196 EDT | MinEsReturn                3.55452
2017-05-12 16:21:03.868558 EDT | AverageDiscountedReturn  113
2017-05-12 16:21:03.868935 EDT | AverageQLoss               0.00845882
2017-05-12 16:21:03.869305 EDT | AveragePolicySurr         -1.37709
2017-05-12 16:21:03.869674 EDT | AverageQ                   1.33589
2017-05-12 16:21:03.870071 EDT | AverageAbsQ                1.33899
2017-05-12 16:21:03.870439 EDT | AverageY                   1.33592
2017-05-12 16:21:03.870816 EDT | AverageAbsY                1.33678
2017-05-12 16:21:03.871191 EDT | AverageAbsQYDiff           0.0324596
2017-05-12 16:21:03.871556 EDT | AverageAction              0.789328
2017-05-12 16:21:03.871922 EDT | PolicyRegParamNorm        35.5748
2017-05-12 16:21:03.872286 EDT | QFunRegParamNorm          63.275
2017-05-12 16:21:03.872647 EDT | AverageForwardProgress     1.61822
2017-05-12 16:21:03.873019 EDT | MaxForwardProgress         2.88376
2017-05-12 16:21:03.873408 EDT | MinForwardProgress         0.673022
2017-05-12 16:21:03.873810 EDT | StdForwardProgress         0.625949
2017-05-12 16:21:03.874204 EDT | -----------------------  ------------
2017-05-12 16:21:03.874740 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #457 | Training started
2017-05-12 16:21:16.225041 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #457 | Training finished
2017-05-12 16:21:16.225595 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #457 | Collecting samples for evaluation
2017-05-12 16:21:32.459491 EDT | -----------------------  ------------
2017-05-12 16:21:32.466429 EDT | Epoch                    457
2017-05-12 16:21:32.466739 EDT | AverageReturn            297.213
2017-05-12 16:21:32.466999 EDT | StdReturn                 81.4543
2017-05-12 16:21:32.467247 EDT | MaxReturn                421.628
2017-05-12 16:21:32.467487 EDT | MinReturn                 95.4477
2017-05-12 16:21:32.467727 EDT | AverageEsReturn           62.5769
2017-05-12 16:21:32.467966 EDT | StdEsReturn               75.3836
2017-05-12 16:21:32.468203 EDT | MaxEsReturn              345.067
2017-05-12 16:21:32.468457 EDT | MinEsReturn                2.80271
2017-05-12 16:21:32.468748 EDT | AverageDiscountedReturn  127.968
2017-05-12 16:21:32.469080 EDT | AverageQLoss               0.00879184
2017-05-12 16:21:32.469425 EDT | AveragePolicySurr         -1.37892
2017-05-12 16:21:32.469772 EDT | AverageQ                   1.33672
2017-05-12 16:21:32.470114 EDT | AverageAbsQ                1.33966
2017-05-12 16:21:32.470458 EDT | AverageY                   1.33664
2017-05-12 16:21:32.470795 EDT | AverageAbsY                1.3375
2017-05-12 16:21:32.471136 EDT | AverageAbsQYDiff           0.0332051
2017-05-12 16:21:32.471477 EDT | AverageAction              0.786436
2017-05-12 16:21:32.471818 EDT | PolicyRegParamNorm        35.5916
2017-05-12 16:21:32.472158 EDT | QFunRegParamNorm          63.3126
2017-05-12 16:21:32.472503 EDT | AverageForwardProgress     2.02371
2017-05-12 16:21:32.472843 EDT | MaxForwardProgress         3.64772
2017-05-12 16:21:32.473184 EDT | MinForwardProgress         0.706906
2017-05-12 16:21:32.473527 EDT | StdForwardProgress         0.617261
2017-05-12 16:21:32.473881 EDT | -----------------------  ------------
2017-05-12 16:21:32.474411 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #458 | Training started
2017-05-12 16:21:44.379954 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #458 | Training finished
2017-05-12 16:21:44.517492 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #458 | Collecting samples for evaluation
2017-05-12 16:22:00.267573 EDT | -----------------------  ------------
2017-05-12 16:22:00.601436 EDT | Epoch                    458
2017-05-12 16:22:00.601928 EDT | AverageReturn            314.023
2017-05-12 16:22:00.602313 EDT | StdReturn                 50.5045
2017-05-12 16:22:00.602658 EDT | MaxReturn                375.587
2017-05-12 16:22:00.602996 EDT | MinReturn                119.638
2017-05-12 16:22:00.603340 EDT | AverageEsReturn           45.772
2017-05-12 16:22:00.603682 EDT | StdEsReturn               46.3083
2017-05-12 16:22:00.604021 EDT | MaxEsReturn              190.296
2017-05-12 16:22:00.604387 EDT | MinEsReturn                3.36491
2017-05-12 16:22:00.604757 EDT | AverageDiscountedReturn  126.612
2017-05-12 16:22:00.605099 EDT | AverageQLoss               0.00895258
2017-05-12 16:22:00.605450 EDT | AveragePolicySurr         -1.37696
2017-05-12 16:22:00.605803 EDT | AverageQ                   1.33678
2017-05-12 16:22:00.606140 EDT | AverageAbsQ                1.3396
2017-05-12 16:22:00.606486 EDT | AverageY                   1.33682
2017-05-12 16:22:00.606818 EDT | AverageAbsY                1.33755
2017-05-12 16:22:00.607157 EDT | AverageAbsQYDiff           0.0324178
2017-05-12 16:22:00.607492 EDT | AverageAction              0.801028
2017-05-12 16:22:00.607838 EDT | PolicyRegParamNorm        35.609
2017-05-12 16:22:00.608171 EDT | QFunRegParamNorm          63.3934
2017-05-12 16:22:00.608500 EDT | AverageForwardProgress     1.75626
2017-05-12 16:22:00.608835 EDT | MaxForwardProgress         2.57963
2017-05-12 16:22:00.609165 EDT | MinForwardProgress         0.8003
2017-05-12 16:22:00.609496 EDT | StdForwardProgress         0.386101
2017-05-12 16:22:00.609878 EDT | -----------------------  ------------
2017-05-12 16:22:00.610428 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #459 | Training started
2017-05-12 16:22:12.066257 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #459 | Training finished
2017-05-12 16:22:12.202813 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #459 | Collecting samples for evaluation
2017-05-12 16:22:30.620008 EDT | -----------------------  -----------
2017-05-12 16:22:30.958252 EDT | Epoch                    459
2017-05-12 16:22:30.961879 EDT | AverageReturn            313.069
2017-05-12 16:22:30.962376 EDT | StdReturn                 47.5944
2017-05-12 16:22:30.962813 EDT | MaxReturn                373.305
2017-05-12 16:22:30.963255 EDT | MinReturn                112.782
2017-05-12 16:22:30.963685 EDT | AverageEsReturn           56.6088
2017-05-12 16:22:30.964115 EDT | StdEsReturn               57.8955
2017-05-12 16:22:30.964546 EDT | MaxEsReturn              197.663
2017-05-12 16:22:30.965151 EDT | MinEsReturn                2.80455
2017-05-12 16:22:30.965598 EDT | AverageDiscountedReturn  128.862
2017-05-12 16:22:30.966059 EDT | AverageQLoss               0.0089084
2017-05-12 16:22:30.966483 EDT | AveragePolicySurr         -1.37498
2017-05-12 16:22:30.966908 EDT | AverageQ                   1.33346
2017-05-12 16:22:30.967336 EDT | AverageAbsQ                1.3365
2017-05-12 16:22:30.967762 EDT | AverageY                   1.33345
2017-05-12 16:22:30.968191 EDT | AverageAbsY                1.33424
2017-05-12 16:22:30.968615 EDT | AverageAbsQYDiff           0.0333261
2017-05-12 16:22:30.969042 EDT | AverageAction              0.804794
2017-05-12 16:22:30.969466 EDT | PolicyRegParamNorm        35.626
2017-05-12 16:22:30.969919 EDT | QFunRegParamNorm          63.4523
2017-05-12 16:22:30.970343 EDT | AverageForwardProgress     1.79449
2017-05-12 16:22:30.970766 EDT | MaxForwardProgress         3.03169
2017-05-12 16:22:30.971188 EDT | MinForwardProgress         0.83545
2017-05-12 16:22:30.971612 EDT | StdForwardProgress         0.482115
2017-05-12 16:22:30.972033 EDT | -----------------------  -----------
2017-05-12 16:22:30.972654 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #460 | Training started
2017-05-12 16:22:43.645216 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #460 | Training finished
2017-05-12 16:22:43.895385 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #460 | Collecting samples for evaluation
2017-05-12 16:23:00.143826 EDT | -----------------------  -----------
2017-05-12 16:23:00.318371 EDT | Epoch                    460
2017-05-12 16:23:00.318776 EDT | AverageReturn            302.216
2017-05-12 16:23:00.319043 EDT | StdReturn                 85.9766
2017-05-12 16:23:00.319314 EDT | MaxReturn                438.867
2017-05-12 16:23:00.319588 EDT | MinReturn                115.722
2017-05-12 16:23:00.319848 EDT | AverageEsReturn           99.3372
2017-05-12 16:23:00.320115 EDT | StdEsReturn               99.6284
2017-05-12 16:23:00.320387 EDT | MaxEsReturn              322.695
2017-05-12 16:23:00.320648 EDT | MinEsReturn                4.25873
2017-05-12 16:23:00.320912 EDT | AverageDiscountedReturn  130.02
2017-05-12 16:23:00.321168 EDT | AverageQLoss               0.0090854
2017-05-12 16:23:00.321441 EDT | AveragePolicySurr         -1.37622
2017-05-12 16:23:00.321688 EDT | AverageQ                   1.33626
2017-05-12 16:23:00.329755 EDT | AverageAbsQ                1.33934
2017-05-12 16:23:00.330018 EDT | AverageY                   1.33628
2017-05-12 16:23:00.330269 EDT | AverageAbsY                1.33722
2017-05-12 16:23:00.330518 EDT | AverageAbsQYDiff           0.0329328
2017-05-12 16:23:00.330764 EDT | AverageAction              0.826817
2017-05-12 16:23:00.331009 EDT | PolicyRegParamNorm        35.6498
2017-05-12 16:23:00.331254 EDT | QFunRegParamNorm          63.5367
2017-05-12 16:23:00.331497 EDT | AverageForwardProgress     2.18086
2017-05-12 16:23:00.331739 EDT | MaxForwardProgress         4.48018
2017-05-12 16:23:00.331981 EDT | MinForwardProgress         0.797681
2017-05-12 16:23:00.332225 EDT | StdForwardProgress         0.820253
2017-05-12 16:23:00.332468 EDT | -----------------------  -----------
2017-05-12 16:23:00.332885 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #461 | Training started
2017-05-12 16:23:14.089078 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #461 | Training finished
2017-05-12 16:23:14.253328 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #461 | Collecting samples for evaluation
2017-05-12 16:23:32.862845 EDT | -----------------------  ------------
2017-05-12 16:23:33.296498 EDT | Epoch                    461
2017-05-12 16:23:33.296890 EDT | AverageReturn            262.538
2017-05-12 16:23:33.297151 EDT | StdReturn                 77.339
2017-05-12 16:23:33.297404 EDT | MaxReturn                334.245
2017-05-12 16:23:33.297664 EDT | MinReturn                 98.9533
2017-05-12 16:23:33.297935 EDT | AverageEsReturn           64.7004
2017-05-12 16:23:33.298186 EDT | StdEsReturn               74.9733
2017-05-12 16:23:33.298431 EDT | MaxEsReturn              261.524
2017-05-12 16:23:33.298676 EDT | MinEsReturn                2.37111
2017-05-12 16:23:33.298921 EDT | AverageDiscountedReturn  113.32
2017-05-12 16:23:33.299166 EDT | AverageQLoss               0.00860033
2017-05-12 16:23:33.299410 EDT | AveragePolicySurr         -1.377
2017-05-12 16:23:33.299651 EDT | AverageQ                   1.33744
2017-05-12 16:23:33.299892 EDT | AverageAbsQ                1.34042
2017-05-12 16:23:33.300133 EDT | AverageY                   1.3374
2017-05-12 16:23:33.300372 EDT | AverageAbsY                1.3382
2017-05-12 16:23:33.300613 EDT | AverageAbsQYDiff           0.0323117
2017-05-12 16:23:33.300854 EDT | AverageAction              0.804134
2017-05-12 16:23:33.301095 EDT | PolicyRegParamNorm        35.6665
2017-05-12 16:23:33.301336 EDT | QFunRegParamNorm          63.602
2017-05-12 16:23:33.301578 EDT | AverageForwardProgress     1.33013
2017-05-12 16:23:33.301828 EDT | MaxForwardProgress         2.67152
2017-05-12 16:23:33.302070 EDT | MinForwardProgress         0.579596
2017-05-12 16:23:33.302312 EDT | StdForwardProgress         0.389633
2017-05-12 16:23:33.302553 EDT | -----------------------  ------------
2017-05-12 16:23:33.302967 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #462 | Training started
2017-05-12 16:23:46.081915 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #462 | Training finished
2017-05-12 16:23:46.381454 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #462 | Collecting samples for evaluation
2017-05-12 16:24:05.741719 EDT | -----------------------  ------------
2017-05-12 16:24:05.742915 EDT | Epoch                    462
2017-05-12 16:24:05.743309 EDT | AverageReturn            301.1
2017-05-12 16:24:05.743595 EDT | StdReturn                 37.7738
2017-05-12 16:24:05.744072 EDT | MaxReturn                405.561
2017-05-12 16:24:05.744436 EDT | MinReturn                164.98
2017-05-12 16:24:05.748266 EDT | AverageEsReturn           61.0888
2017-05-12 16:24:05.748605 EDT | StdEsReturn               63.5743
2017-05-12 16:24:05.748934 EDT | MaxEsReturn              281.012
2017-05-12 16:24:05.749285 EDT | MinEsReturn                4.3821
2017-05-12 16:24:05.749613 EDT | AverageDiscountedReturn  115.937
2017-05-12 16:24:05.749969 EDT | AverageQLoss               0.00854234
2017-05-12 16:24:05.750331 EDT | AveragePolicySurr         -1.37778
2017-05-12 16:24:05.750663 EDT | AverageQ                   1.33778
2017-05-12 16:24:05.750980 EDT | AverageAbsQ                1.34069
2017-05-12 16:24:05.751306 EDT | AverageY                   1.33775
2017-05-12 16:24:05.751692 EDT | AverageAbsY                1.33844
2017-05-12 16:24:05.752113 EDT | AverageAbsQYDiff           0.0324349
2017-05-12 16:24:05.752556 EDT | AverageAction              0.80704
2017-05-12 16:24:05.752973 EDT | PolicyRegParamNorm        35.6959
2017-05-12 16:24:05.753400 EDT | QFunRegParamNorm          63.6381
2017-05-12 16:24:05.753824 EDT | AverageForwardProgress     1.30184
2017-05-12 16:24:05.754239 EDT | MaxForwardProgress         4.05182
2017-05-12 16:24:05.754675 EDT | MinForwardProgress         0.742411
